List of entire photometry of J1407

Photographic plate archives:
DASCH (DR5 and missing from DR5), Bamberg Observatory, Sonneberg Observatory
Data from CCD observatories:
AAVSO, KELT, PROMPT, SuperWASP

MJD	Decimal Year	Magnitude	Mag Error	Filter	Source/Series	Plate Name
54566.1	2008.2735	12.4909	0.0138	Johnson V	SuperWASP	 -- 
54566.1	2008.2735	12.4846	0.0139	Johnson V	SuperWASP	 -- 
54566.1	2008.2735	12.3601	0.0145	Johnson V	SuperWASP	 -- 
54566.1	2008.2735	12.3806	0.015	Johnson V	SuperWASP	 -- 
54566.1	2008.2735	12.455	0.0164	Johnson V	SuperWASP	 -- 
54566.1	2008.2735	12.4787	0.0166	Johnson V	SuperWASP	 -- 
54566.1	2008.2735	12.5816	0.0212	Johnson V	SuperWASP	 -- 
54566.1	2008.2735	12.2555	0.0195	Johnson V	SuperWASP	 -- 
54566.1	2008.2735	12.5275	0.0166	Johnson V	SuperWASP	 -- 
54566.1	2008.2735	12.4413	0.0161	Johnson V	SuperWASP	 -- 
54566.1	2008.2735	12.2326	0.0155	Johnson V	SuperWASP	 -- 
54566.1	2008.2735	12.3758	0.0165	Johnson V	SuperWASP	 -- 
54566.1	2008.2735	12.5944	0.0153	Johnson V	SuperWASP	 -- 
54566.1	2008.2735	12.552	0.0146	Johnson V	SuperWASP	 -- 
54566.1	2008.2735	12.3639	0.0144	Johnson V	SuperWASP	 -- 
54566.1	2008.2735	12.3473	0.014	Johnson V	SuperWASP	 -- 
54566.1	2008.2735	12.5091	0.0139	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.5046	0.0139	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.3515	0.014	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.3662	0.0141	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.5288	0.0141	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.5188	0.014	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.361	0.014	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.3524	0.014	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.5285	0.0142	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.5071	0.014	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.3514	0.0141	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.3385	0.0139	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.5053	0.014	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.4865	0.0137	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.3664	0.0143	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.3567	0.0142	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.7222	0.0599	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.7958	0.0765	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.5635	0.0619	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.3859	0.0517	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.2566	0.0425	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.2367	0.0433	Johnson V	SuperWASP	 -- 
54566.1	2008.2736	12.3629	0.0368	Johnson V	SuperWASP	 -- 
54566.2	2008.2736	12.0896	0.0273	Johnson V	SuperWASP	 -- 
54566.2	2008.2736	12.3496	0.027	Johnson V	SuperWASP	 -- 
54566.2	2008.2736	12.4332	0.0278	Johnson V	SuperWASP	 -- 
54566.2	2008.2736	12.236	0.0239	Johnson V	SuperWASP	 -- 
54566.2	2008.2736	12.2994	0.0252	Johnson V	SuperWASP	 -- 
54566.2	2008.2737	12.8571	0.1231	Johnson V	SuperWASP	 -- 
54566.2	2008.2737	13.4011	0.2499	Johnson V	SuperWASP	 -- 
54566.2	2008.2737	12.4227	0.1217	Johnson V	SuperWASP	 -- 
54566.2	2008.2737	12.1817	0.0765	Johnson V	SuperWASP	 -- 
54566.2	2008.2737	12.1344	0.0349	Johnson V	SuperWASP	 -- 
54566.2	2008.2737	12.4947	0.046	Johnson V	SuperWASP	 -- 
54566.2	2008.2737	12.6176	0.0644	Johnson V	SuperWASP	 -- 
54566.2	2008.2737	12.6034	0.0776	Johnson V	SuperWASP	 -- 
54566.2	2008.2737	12.3128	0.0783	Johnson V	SuperWASP	 -- 
54566.2	2008.2737	12.4914	0.091	Johnson V	SuperWASP	 -- 
54566.2	2008.2737	12.4353	0.0653	Johnson V	SuperWASP	 -- 
54566.2	2008.2737	12.6889	0.0791	Johnson V	SuperWASP	 -- 
54566.2	2008.2737	12.7481	0.1354	Johnson V	SuperWASP	 -- 
54566.2	2008.2737	12.3636	0.1044	Johnson V	SuperWASP	 -- 
54566.2	2008.2737	12.6513	0.2238	Johnson V	SuperWASP	 -- 
54566.2	2008.2737	13.4259	0.6522	Johnson V	SuperWASP	 -- 
54566.2	2008.2737	12.7494	0.4852	Johnson V	SuperWASP	 -- 
54566.2	2008.2737	13.209	0.8465	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.4768	0.0198	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.4403	0.021	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.5106	0.024	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.3932	0.0218	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.7868	0.0425	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.0251	0.0281	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.2789	0.0203	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.4807	0.0168	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.9195	0.0463	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.3917	0.0369	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.5216	0.0137	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.4927	0.0131	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.3832	0.0141	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.2847	0.0126	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.5049	0.0115	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.505	0.0115	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.3928	0.0123	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.3827	0.0123	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.506	0.0116	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.508	0.0115	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.4378	0.0127	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.3904	0.0125	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.5653	0.0128	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.4906	0.0123	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.3306	0.0127	Johnson V	SuperWASP	 -- 
54566.9	2008.2756	12.3623	0.0133	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	12.5419	0.0143	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	12.6428	0.0143	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	12.3227	0.0137	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	12.4821	0.014	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	12.5036	0.0114	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	12.4979	0.0116	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	12.5771	0.015	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	12.2433	0.0136	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	12.5101	0.0126	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	12.5691	0.0125	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	12.3308	0.0119	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	12.4019	0.0122	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	13.0202	0.0382	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	12.6174	0.0175	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	12.4983	0.0181	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	12.638	0.0244	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	12.7959	0.0235	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	12.5564	0.0214	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	13.0784	0.0519	Johnson V	SuperWASP	 -- 
54566.9	2008.2757	12.5126	0.013	Johnson V	SuperWASP	 -- 
54566.9	2008.2758	12.4973	0.0114	Johnson V	SuperWASP	 -- 
54566.9	2008.2758	12.3839	0.012	Johnson V	SuperWASP	 -- 
54566.9	2008.2758	12.3689	0.0119	Johnson V	SuperWASP	 -- 
54566.9	2008.2758	12.4979	0.0133	Johnson V	SuperWASP	 -- 
54566.9	2008.2758	12.4832	0.0145	Johnson V	SuperWASP	 -- 
54566.9	2008.2758	12.6436	0.0203	Johnson V	SuperWASP	 -- 
54566.9	2008.2758	12.655	0.0281	Johnson V	SuperWASP	 -- 
54566.9	2008.2758	12.5217	0.0119	Johnson V	SuperWASP	 -- 
54566.9	2008.2758	12.5883	0.0129	Johnson V	SuperWASP	 -- 
54566.9	2008.2758	12.3255	0.0119	Johnson V	SuperWASP	 -- 
54566.9	2008.2758	12.3764	0.012	Johnson V	SuperWASP	 -- 
54566.9	2008.2758	12.4883	0.0114	Johnson V	SuperWASP	 -- 
54566.9	2008.2758	12.4946	0.0114	Johnson V	SuperWASP	 -- 
54566.9	2008.2758	12.3552	0.0116	Johnson V	SuperWASP	 -- 
54566.9	2008.2758	12.3924	0.0118	Johnson V	SuperWASP	 -- 
54566.9	2008.2758	12.5181	0.0114	Johnson V	SuperWASP	 -- 
54567.0	2008.2758	12.4865	0.0117	Johnson V	SuperWASP	 -- 
54567.0	2008.2758	12.6015	0.0161	Johnson V	SuperWASP	 -- 
54567.0	2008.2758	12.4068	0.0152	Johnson V	SuperWASP	 -- 
54567.0	2008.2758	12.5097	0.0116	Johnson V	SuperWASP	 -- 
54567.0	2008.2758	12.5285	0.0114	Johnson V	SuperWASP	 -- 
54567.0	2008.2758	12.3765	0.0117	Johnson V	SuperWASP	 -- 
54567.0	2008.2758	12.3943	0.0118	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.5001	0.0114	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.5651	0.0129	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.7409	0.0189	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.1797	0.0135	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.5204	0.0114	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.4991	0.0112	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.3938	0.0119	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.3864	0.0118	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.5037	0.0112	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.5104	0.0113	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.3773	0.0118	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.3836	0.0119	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.5005	0.0113	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.5088	0.0114	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.3664	0.0117	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.3636	0.0116	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.5036	0.0113	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.5143	0.0114	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.394	0.0121	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.3899	0.012	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.4967	0.0113	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.493	0.0113	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.3954	0.0121	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.377	0.0119	Johnson V	SuperWASP	 -- 
54567.0	2008.2759	12.5029	0.0114	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.4909	0.0113	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.3848	0.0121	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.3963	0.0121	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.4892	0.0113	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.5104	0.0115	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.3679	0.0119	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.3712	0.012	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.5235	0.0117	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.5164	0.0116	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.3932	0.0121	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.3741	0.0119	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.481	0.0113	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.51	0.0116	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.3961	0.0122	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.3776	0.0121	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.5046	0.0116	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.5112	0.0116	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.3737	0.0121	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.3702	0.0121	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.5202	0.0118	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.5178	0.0118	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.38	0.0121	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.3642	0.012	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.4937	0.0116	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.5158	0.0118	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.3748	0.0122	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.3671	0.0122	Johnson V	SuperWASP	 -- 
54567.0	2008.276	12.4954	0.0117	Johnson V	SuperWASP	 -- 
54567.0	2008.2761	12.5	0.0117	Johnson V	SuperWASP	 -- 
54567.0	2008.2761	12.367	0.0122	Johnson V	SuperWASP	 -- 
54567.0	2008.2761	12.3875	0.0124	Johnson V	SuperWASP	 -- 
54567.0	2008.2761	12.5055	0.0118	Johnson V	SuperWASP	 -- 
54567.0	2008.2761	12.4848	0.0117	Johnson V	SuperWASP	 -- 
54567.0	2008.2761	12.3722	0.0123	Johnson V	SuperWASP	 -- 
54567.0	2008.2761	12.3918	0.0125	Johnson V	SuperWASP	 -- 
54567.0	2008.2761	12.5168	0.012	Johnson V	SuperWASP	 -- 
54567.0	2008.2761	12.4919	0.0118	Johnson V	SuperWASP	 -- 
54567.0	2008.2761	12.3711	0.0124	Johnson V	SuperWASP	 -- 
54567.0	2008.2761	12.3843	0.0125	Johnson V	SuperWASP	 -- 
54567.0	2008.2761	12.5072	0.0119	Johnson V	SuperWASP	 -- 
54567.0	2008.2761	12.5023	0.0119	Johnson V	SuperWASP	 -- 
54567.0	2008.2761	12.3844	0.0126	Johnson V	SuperWASP	 -- 
54567.0	2008.2761	12.3711	0.0124	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.5151	0.012	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.5121	0.012	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.3806	0.0125	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.3823	0.0126	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.4994	0.012	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.4987	0.012	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.3755	0.0124	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.3841	0.0125	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.5045	0.0122	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.5159	0.0123	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.3646	0.0125	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.3659	0.0125	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.5005	0.0121	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.5018	0.012	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.3744	0.0126	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.3867	0.0127	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.5205	0.0123	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.4895	0.012	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.3631	0.0125	Johnson V	SuperWASP	 -- 
54567.1	2008.2761	12.3884	0.0127	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.4993	0.0122	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.4979	0.0121	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.3727	0.0126	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.3736	0.0126	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.4751	0.0124	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.5099	0.0124	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.3616	0.0126	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.3591	0.0126	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.5066	0.0123	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.4977	0.0122	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.3663	0.0127	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.3447	0.0125	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.4925	0.0123	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.5103	0.0125	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.3546	0.0125	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.3796	0.0128	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.5024	0.0124	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.4769	0.0122	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.3493	0.0124	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.3677	0.0126	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.5132	0.0127	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.5026	0.0127	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.3498	0.0127	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.3715	0.0127	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.5016	0.0128	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.4957	0.0128	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.394	0.0134	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.3568	0.0131	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.5092	0.0124	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.5062	0.0124	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.3739	0.0128	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.3929	0.013	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.5087	0.0125	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.5015	0.0124	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.3619	0.0128	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.3746	0.0129	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.4918	0.0124	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.5014	0.0125	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.3789	0.013	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.3673	0.0129	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.505	0.0126	Johnson V	SuperWASP	 -- 
54567.1	2008.2762	12.5015	0.0126	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.3907	0.0132	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.3764	0.013	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.4923	0.0125	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.4989	0.0126	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.3774	0.0129	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.3346	0.0126	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.5125	0.0129	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.506	0.0128	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.3681	0.0131	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.3787	0.0132	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.5145	0.0129	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.4876	0.0126	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.3537	0.0129	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.3871	0.0132	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.5097	0.0128	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.4817	0.0125	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.3656	0.0131	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.3694	0.0132	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.5093	0.013	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.5233	0.0131	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.3806	0.0134	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.3669	0.0133	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.4951	0.0129	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.4992	0.0129	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.3846	0.0135	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.3694	0.0134	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.5003	0.013	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.4775	0.0128	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.37	0.0133	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.3676	0.0132	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.4996	0.0129	Johnson V	SuperWASP	 -- 
54567.1	2008.2763	12.4656	0.0126	Johnson V	SuperWASP	 -- 
54567.1	2008.2764	12.3706	0.0136	Johnson V	SuperWASP	 -- 
54567.1	2008.2764	12.36	0.0134	Johnson V	SuperWASP	 -- 
54567.1	2008.2764	12.3317	0.0133	Johnson V	SuperWASP	 -- 
54567.1	2008.2764	12.384	0.0139	Johnson V	SuperWASP	 -- 
54567.1	2008.2764	12.3593	0.0134	Johnson V	SuperWASP	 -- 
54567.1	2008.2764	12.3478	0.0134	Johnson V	SuperWASP	 -- 
54567.2	2008.2764	12.3678	0.0136	Johnson V	SuperWASP	 -- 
54567.2	2008.2764	12.3546	0.0135	Johnson V	SuperWASP	 -- 
54567.2	2008.2764	12.3699	0.0138	Johnson V	SuperWASP	 -- 
54567.2	2008.2764	12.3763	0.0138	Johnson V	SuperWASP	 -- 
54567.2	2008.2764	12.3577	0.0136	Johnson V	SuperWASP	 -- 
54567.2	2008.2764	12.3746	0.0139	Johnson V	SuperWASP	 -- 
54567.2	2008.2764	12.389	0.0144	Johnson V	SuperWASP	 -- 
54567.2	2008.2764	12.3462	0.0139	Johnson V	SuperWASP	 -- 
54567.2	2008.2764	12.3802	0.0145	Johnson V	SuperWASP	 -- 
54567.2	2008.2764	12.3619	0.0151	Johnson V	SuperWASP	 -- 
54567.2	2008.2764	12.3425	0.016	Johnson V	SuperWASP	 -- 
54567.2	2008.2764	12.394	0.0183	Johnson V	SuperWASP	 -- 
54567.2	2008.2764	12.361	0.021	Johnson V	SuperWASP	 -- 
54567.2	2008.2764	12.3328	0.0234	Johnson V	SuperWASP	 -- 
54567.2	2008.2764	12.3572	0.0252	Johnson V	SuperWASP	 -- 
54567.2	2008.2764	11.223	0.381	Johnson V	SuperWASP	 -- 
54567.2	2008.2764	11.9609	0.7915	Johnson V	SuperWASP	 -- 
54567.8	2008.2781	12.4107	0.0165	Johnson V	SuperWASP	 -- 
54567.8	2008.2781	12.4255	0.0167	Johnson V	SuperWASP	 -- 
54567.8	2008.2781	12.4031	0.0162	Johnson V	SuperWASP	 -- 
54567.8	2008.2781	12.3879	0.016	Johnson V	SuperWASP	 -- 
54567.8	2008.2781	12.4109	0.016	Johnson V	SuperWASP	 -- 
54567.8	2008.2781	12.4017	0.0158	Johnson V	SuperWASP	 -- 
54567.8	2008.2781	12.4143	0.0159	Johnson V	SuperWASP	 -- 
54567.8	2008.2781	12.3982	0.0156	Johnson V	SuperWASP	 -- 
54567.8	2008.2781	12.4241	0.0159	Johnson V	SuperWASP	 -- 
54567.8	2008.2781	12.3904	0.0154	Johnson V	SuperWASP	 -- 
54567.8	2008.2781	12.4287	0.0156	Johnson V	SuperWASP	 -- 
54567.8	2008.2781	12.4138	0.0153	Johnson V	SuperWASP	 -- 
54567.8	2008.2781	12.4136	0.0152	Johnson V	SuperWASP	 -- 
54567.8	2008.2781	12.3978	0.015	Johnson V	SuperWASP	 -- 
54567.8	2008.2781	12.4517	0.0156	Johnson V	SuperWASP	 -- 
54567.8	2008.2781	12.4386	0.0154	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.4191	0.0149	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.4379	0.0151	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.4301	0.0148	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.4226	0.0146	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.44	0.0148	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.4468	0.0148	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.4089	0.0142	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.4435	0.0147	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.4252	0.0141	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.4375	0.0142	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.3062	0.0149	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.3117	0.0149	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.4158	0.0139	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.422	0.0139	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.293	0.0147	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.3026	0.0148	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.413	0.0135	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.4456	0.0138	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.2985	0.0145	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.3219	0.0147	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.437	0.0136	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.4432	0.0136	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.3029	0.0142	Johnson V	SuperWASP	 -- 
54567.8	2008.2782	12.2804	0.0139	Johnson V	SuperWASP	 -- 
54567.8	2008.2783	12.445	0.0134	Johnson V	SuperWASP	 -- 
54567.8	2008.2783	12.419	0.0131	Johnson V	SuperWASP	 -- 
